,model,validation f1 mean,validation f1 std,validation precision mean,validation precision std,validation recall mean,validation recall std,validation loss mean,validation loss std,validation auc mean,validation auc std
0,__conpool__allergy_None_PCA_LSTM_padded_mice.pth,0.41160627249832527,0.15890829089385775,0.3423373316403253,0.17597941016126353,0.763961038961039,0.12266000011522843,0.6892847537994384,0.001926375427741041,0.7066882548389622,0.08212337707369713
1,g___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.3874465597488458,0.15267890300336726,0.28524892112620304,0.12384032466958647,0.7527705627705628,0.12057473107840387,0.5658446311950683,0.01831520396394154,0.6943027101169829,0.08211115583305609
2,allergy_order__LSTM_padded_mean.pth,0.41246782882752375,0.12895290109412733,0.3771876571141277,0.15073114594496387,0.856424963924964,0.12559341769935484,0.6901176750659943,0.004541966959002646,0.7352608459364027,0.06422962711537189
3,allergy_PCA_CNNLSTM__mean.pth,0.39559391009971767,0.15236410430504216,0.340667098111491,0.24930638548681242,0.7921356421356422,0.13342894474884298,0.6800955772399903,0.005614064042124166,0.6858980006652091,0.07716038233166496
4,g_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.2606603586364785,0.13425762635182414,0.16569847257116044,0.08981066901268249,0.6945490620490621,0.27170303754604064,0.7004958629608155,0.0036439759451500128,0.3610633406854361,0.11263162687313061
5,allergy_None__CNNLSTM__GAIN.pth,0.42705934720539096,0.10330317218609844,0.47581738437001597,0.2101634898851664,0.8342027417027417,0.12401712855870445,0.6796241104602814,0.007326431999839625,0.7558155192789,0.0902628805574668
6,_df___allergy_None__CNNLSTM_padded_None.pth,0.31602863358419275,0.10413103116604217,0.3978132786753476,0.24923042730192652,0.6285281385281385,0.20617332033153302,0.6792552590370178,0.007334341485810239,0.5472977866175678,0.15450092374707086
7,__conpool__allergy_None_PCA_LSTM_padded_GAIN.pth,0.41258457973181073,0.14786179233861876,0.3943258125166861,0.2459883476025285,0.7808982683982685,0.14063559657753236,0.693455845117569,0.010385901981540161,0.704461588831905,0.06975874331845165
8,_df_conpool__mmc7_None_PCA_LSTM__None.pth,0.5762562623057498,0.05428754942141487,0.6372131685518782,0.1307698654557078,0.8340243902439024,0.054382450497106084,0.6917466819286346,0.002328284223450557,0.8275868251784653,0.0317051252001676
9,g_df_conpool__allergy_None_PCA_LSTM_padded_None.pth,0.38065960394438086,0.14177476692446064,0.2811900715563506,0.12408913597144748,0.6911832611832612,0.14994787839451276,0.6894785046577454,0.0017159877411676739,0.674002239374062,0.07328440314572623
10,allergy_phylum__CNNLSTM__mice.pth,0.3831950468017701,0.15066314798136796,0.3094693172324751,0.14044333472450998,0.856424963924964,0.12559341769935484,0.6739600360393524,0.010219494174048153,0.6880127081458053,0.08880470200806184
11,allergy_None__CNNLSTM__mice.pth,0.43603672483486156,0.12012916140581928,0.4085043377852708,0.2261361454561412,0.8383694083694084,0.1260018862097841,0.6796078860759736,0.007271130508892717,0.7208489580199676,0.09405934218730701
12,g__conpool__mmc7_None__CNNLSTM_padded_None.pth,0.5510113918909445,0.032462647220475795,0.428502081226447,0.029293188318654143,0.9653048780487804,0.012254277258342532,0.7033403396606446,0.0014619549780647409,0.7913243047293277,0.04020314630494225
13,g__conpool__mmc7_None__LSTM_padded_None.pth,0.5334911282127803,0.049457599819040514,0.5293286496696108,0.08037420234963052,0.8101829268292683,0.1435270657058275,0.7012220323085785,0.001221700043689597,0.7714884090571089,0.027605822564524003
14,__conpool__allergy_None__LSTM_padded_None.pth,0.4119370725892465,0.14663138643664647,0.37615384615384617,0.15374632964158924,0.7988780663780665,0.11645226208125105,0.7022775650024414,0.003933232093398048,0.700770473924584,0.08466321737027464
15,__conpool__allergy_None__CNNLSTM__None.pth,0.4313133648369548,0.12025248837573763,0.3671047917599642,0.13719727188491154,0.821504329004329,0.11866800997775413,0.6824803590774536,0.004826156578182535,0.7532230588505017,0.07678672213744918
16,_df___allergy_None__CNNLSTM__None.pth,0.31602863358419275,0.10413103116604217,0.3978132786753476,0.24923042730192652,0.6285281385281385,0.20617332033153302,0.6792552590370178,0.007334341485810239,0.5472977866175678,0.15450092374707086
17,g__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.3874465597488458,0.15267890300336726,0.28524892112620304,0.12384032466958647,0.7527705627705628,0.12057473107840387,0.5658446311950683,0.01831520396394154,0.6943027101169829,0.08211115583305609
18,mmc7_PCA_LSTM_padded_GAIN.pth,0.713781299179799,0.11294104234742132,0.6642595284433899,0.16049871163451673,0.935670731707317,0.022635424296344634,0.6713165044784546,0.001931523442633115,0.9210139611838193,0.05735057414453384
19,_df_conpool__mmc7_None__CNNLSTM_padded_None.pth,0.5643133806254788,0.03483261998093426,0.455422873125504,0.06274640360960865,0.9653048780487804,0.012254277258342532,0.7033403396606446,0.0014619549780647409,0.8218499869869126,0.030408312528409503
20,____mmc7_None_PCA_LSTM__None.pth,0.779130003825893,0.09792553684000611,0.738490862661054,0.11845417296171598,0.9529878048780486,0.01726686727615697,0.6707186937332154,0.0020486371133378875,0.9479756655264724,0.04941844763543427
21,g__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.3874465597488458,0.15267890300336726,0.28524892112620304,0.12384032466958647,0.7527705627705628,0.12057473107840387,0.5658446311950683,0.01831520396394154,0.6943027101169829,0.08211115583305609
22,allergy__CNNLSTM_padded_mean.pth,0.43377670680874336,0.10824818180957385,0.495979926703315,0.2784879948777816,0.8383694083694084,0.1260018862097841,0.6797480523586273,0.007318506675457562,0.7257839549627831,0.08840572164745088
23,g____mmc7_None__CNNLSTM__None.pth,0.5178946353552172,0.07542760262994441,0.5472565392553783,0.08494920590136093,0.9529268292682926,0.030437519506264443,0.6815730035305023,0.0014682975309633724,0.6055641731112433,0.06324352289268008
24,_____allergy_None_PCA_CNNLSTM_padded_mice.pth,0.38995061390222674,0.14772934078019373,0.28409421594349293,0.12271072047791963,0.7921356421356422,0.13342894474884298,0.6820350587368011,0.005677265224548424,0.7045523995808394,0.07697003419754016
25,mmc7_PCA_LSTM_padded_mice.pth,0.6244574051779976,0.0546797275272613,0.565921874899401,0.12452286336079646,0.9034756097560974,0.035843131439455445,0.6709260642528534,0.0021068619174682765,0.8699892177275432,0.037690168768800936
26,g__conpool__allergy_None__LSTM_padded_None.pth,0.31518182689599883,0.12955588344261748,0.268737774172175,0.12353083058424756,0.462521645021645,0.1566568071507385,0.7022775650024414,0.003933232093398048,0.5267566725311866,0.17389823015138062
27,_df_conpool__mmc7_None__CNNLSTM__None.pth,0.5643133806254788,0.03483261998093426,0.455422873125504,0.06274640360960865,0.9653048780487804,0.012254277258342532,0.7033403396606446,0.0014619549780647409,0.8218499869869126,0.030408312528409503
28,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.2821059561935606,0.1069316299549701,0.18278312077559863,0.07926114612379552,0.8417784992784993,0.12148546839721124,0.7018480241298676,0.0018272647254209675,0.37811240783213595,0.09205901106291313
29,allergy_None_PCA_LSTM_padded_GAIN.pth,0.4331364041351927,0.12055327568368257,0.3831180453533395,0.22903008022746976,0.789004329004329,0.11879026886644269,0.6922849476337433,0.0044268222356546065,0.7520482912190427,0.07024173654931326
30,allergy_None_PCA_LSTM__mice.pth,0.4002153797351561,0.1463846809148123,0.32979871006186795,0.1549071511258423,0.8390007215007216,0.12259446175244962,0.6920952737331391,0.00466707693897854,0.7305306994465814,0.061556583653099094
31,_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.4195411757771221,0.1560033110878764,0.35127248895622254,0.20142321940875624,0.7794372294372296,0.12828549837582082,0.5543741345405578,0.023623725859242863,0.7120741749220073,0.099280984737388
32,g__conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.2821059561935606,0.1069316299549701,0.18278312077559863,0.07926114612379552,0.8417784992784993,0.12148546839721124,0.7018480241298676,0.0018272647254209675,0.37811240783213595,0.09205901106291313
33,g_df___mmc7_None_PCA_LSTM_padded_None.pth,0.565325206242675,0.05193250097559968,0.46331168503732983,0.08545400375735221,0.8935975609756097,0.04969886264538748,0.6707186937332154,0.0020486371133378875,0.7663859309934562,0.0401771920243559
34,allergy_None_PCA_LSTM__GAIN.pth,0.4079994755846149,0.14813700052039458,0.35801999080771457,0.1730735570903932,0.8381709956709956,0.11915795801625137,0.6922397136688232,0.004455434215313043,0.7265239632038829,0.07702268621426962
35,allergy_None_PCA_LSTM_padded_mice.pth,0.43531423867586855,0.13250539480852563,0.39529642287537026,0.15951415380036357,0.8170598845598847,0.118036034508489,0.6922920048236847,0.004460217997831352,0.768442384017993,0.06162498604574422
36,g___transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.23017504417303214,0.13176190846770877,0.14214313406824725,0.08533661267150805,0.7112229437229438,0.2819070090376125,0.7691180109977722,0.018782317086697458,0.34437999040167233,0.12857901903549399
37,allergy_order__LSTM__mean.pth,0.4333692347070131,0.10200637179419424,0.3551211107732847,0.110130521704009,0.856424963924964,0.12559341769935484,0.6901174426078797,0.004572361758032931,0.7389029478285016,0.07283398302291015
38,____mmc7_None__CNNLSTM__None.pth,0.811818848711696,0.07186000330152584,0.8395580450251503,0.10365187938679656,0.9703658536585366,0.014514756896251714,0.6815730035305023,0.0014682975309633724,0.9625226892474718,0.03671815538230782
39,g_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.3874465597488458,0.15267890300336726,0.28524892112620304,0.12384032466958647,0.7527705627705628,0.12057473107840387,0.5658446311950683,0.01831520396394154,0.6943027101169829,0.08211115583305609
40,allergy_None__LSTM_padded_mice.pth,0.4341774369129343,0.15315353739912793,0.37163728273642066,0.14406245265033968,0.7697582972582973,0.1578334668701292,0.6663767337799072,0.008558334904634719,0.7136357993172756,0.10514299454614508
41,g_df_conpool__mmc7_None_PCA_LSTM_padded_None.pth,0.5135214705879547,0.07291119712416218,0.5534429619112118,0.08001561283555746,0.5472560975609757,0.13371556387573436,0.6917466819286346,0.002328284223450557,0.6572464492861392,0.06774931331032918
42,g____allergy_None__CNNLSTM_padded_None.pth,0.24892320323354805,0.11756651751746099,0.3420783304745569,0.24677117443070137,0.3441341991341992,0.2213194826346678,0.6792552590370178,0.007334341485810239,0.4947295792345054,0.1453123515770742
43,digiulio_None__CNNLSTM_padded_mean.pth,0.8,0.21794494717703367,0.8,0.21794494717703367,0.8,0.21794494717703367,0.6698463141918183,0.008358083550076669,,
44,__conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.38510868795774456,0.1435110870812077,0.35073269705346916,0.24582628039455498,0.856424963924964,0.12559341769935484,0.7004958629608155,0.0036439759451500128,0.6805779597349135,0.08810807084034428
45,allergy_phylum__LSTM_padded_mean.pth,0.4155258134659662,0.1619815693719029,0.35075035898765483,0.1615545969972045,0.8121356421356423,0.11712325819991563,0.6774856269359588,0.004776415515842995,0.7069879788167134,0.08109737480074877
46,___transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_GAIN.pth,0.3643850314129172,0.15481715886748368,0.270553927330368,0.12231639538733048,0.7806673881673883,0.20642648481932838,0.7691180109977722,0.018782317086697458,0.6619153313454575,0.13528121934903284
47,_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.38951338181566786,0.15234435468726,0.2795812554585374,0.11746229827571911,0.7599134199134199,0.12437071223395223,0.5529760420322418,0.020535853830068295,0.7007422755699035,0.07935749169077737
48,g____mmc7_None_PCA_LSTM__None.pth,0.565325206242675,0.05193250097559968,0.46331168503732983,0.08545400375735221,0.8935975609756097,0.04969886264538748,0.6707186937332154,0.0020486371133378875,0.7663859309934562,0.0401771920243559
49,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.3949414927265145,0.14850364615103773,0.3017033736457381,0.12479837087107785,0.856424963924964,0.12559341769935484,0.7018480241298676,0.0018272647254209675,0.6688690443333924,0.08139519841545031
50,allergy_None__LSTM_padded_GAIN.pth,0.4015858959627538,0.16027444065098848,0.355719880394803,0.24731557907776866,0.8473340548340549,0.12473951091340851,0.6664193034172058,0.008638198625602217,0.6632972242830809,0.08596882629140055
51,__conpool__allergy_None_PCA_LSTM__None.pth,0.3989801335490025,0.15303984631562606,0.3465889782744621,0.1537361549925849,0.7892388167388168,0.12512064900214917,0.6894785046577454,0.0017159877411676739,0.6947023685730798,0.07388313195583296
52,g_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.3874465597488458,0.15267890300336726,0.28524892112620304,0.12384032466958647,0.7527705627705628,0.12057473107840387,0.5658446311950683,0.01831520396394154,0.6943027101169829,0.08211115583305609
53,__conpool__mmc7_None__LSTM__None.pth,0.8199343616896181,0.0490360499214058,0.7956914540158554,0.08358777306312236,0.9530487804878047,0.016994592694287634,0.7012220323085785,0.001221700043689597,0.969848351055919,0.013878759900727558
54,_df_conpool__allergy_None__LSTM_padded_None.pth,0.39503684805635364,0.15255200308653852,0.4111025012186003,0.27001497385842405,0.7957756132756134,0.1469565950111241,0.7022775650024414,0.003933232093398048,0.6826393906849312,0.09343610221908843
55,__conpool__mmc7_None__CNNLSTM_padded_None.pth,0.7195724453921578,0.053446095373284166,0.6809281766987825,0.10086877506888023,0.925731707317073,0.029492031007051375,0.7033403396606446,0.0014619549780647409,0.9125460291493159,0.02678236844255236
56,___transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mice.pth,0.3643850314129172,0.15481715886748368,0.270553927330368,0.12231639538733048,0.7806673881673883,0.20642648481932838,0.7691180109977722,0.018782317086697458,0.6619153313454575,0.13528121934903284
57,_df___allergy_None_PCA_LSTM__None.pth,0.36007534260475343,0.1082581669820244,0.23805201604203416,0.08576521758691588,0.7990043290043289,0.11502626394556664,0.6919367730617523,0.004343143539698927,0.6496583754517362,0.10832448000480499
58,allergy_None__LSTM__mean.pth,0.4153068992199428,0.13794171474486458,0.527602495543672,0.2931254642967944,0.8299098124098124,0.12708945361498153,0.66640704870224,0.00835799024384728,0.703441239436657,0.09298173580638407
59,g_df__transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_None.pth,0.23017504417303214,0.13176190846770877,0.14214313406824725,0.08533661267150805,0.7112229437229438,0.2819070090376125,0.7691180109977722,0.018782317086697458,0.34437999040167233,0.12857901903549399
60,____mmc7_None__LSTM_padded_None.pth,0.8152393484577726,0.060249318506451155,0.8067776126941346,0.07776563105162364,0.9678048780487805,0.011397057553615694,0.7114860713481903,0.001905177370337576,0.9657815009666866,0.020613948406363707
61,digiulio_None_PCA_CNNLSTM__mice.pth,0.8,0.18708286933869706,0.8,0.18708286933869706,0.8,0.18708286933869706,0.6862802803516388,0.0024189234317531045,,
62,____allergy_None__CNNLSTM_padded_None.pth,0.47454757068401837,0.11022594585881398,0.5697222222222222,0.24739522660744315,0.8270598845598846,0.12037984777898465,0.6792552590370178,0.007334341485810239,0.7708007987093929,0.09597476295651289
63,mmc7__CNNLSTM__None.pth,0.811818848711696,0.07186000330152584,0.8395580450251503,0.10365187938679656,0.9703658536585366,0.014514756896251714,0.6815730035305023,0.0014682975309633724,0.9625226892474718,0.03671815538230782
64,g__conpool__mmc7_None__CNNLSTM__None.pth,0.5510113918909445,0.032462647220475795,0.428502081226447,0.029293188318654143,0.9653048780487804,0.012254277258342532,0.7033403396606446,0.0014619549780647409,0.7913243047293277,0.04020314630494225
65,____mmc7_None_PCA_LSTM_padded_None.pth,0.779130003825893,0.09792553684000611,0.738490862661054,0.11845417296171598,0.9529878048780486,0.01726686727615697,0.6707186937332154,0.0020486371133378875,0.9479756655264724,0.04941844763543427
66,allergy_class__LSTM__mean.pth,0.38843692153545895,0.1450617317853138,0.31006410256410255,0.12887745251975977,0.8121356421356423,0.11712325819991563,0.6706338465213776,0.004877356997563431,0.6843683078814553,0.09463025941196553
67,allergy_PCA_LSTM_padded_mice.pth,0.4019255474649528,0.12880664644497605,0.30380838459785825,0.10983770004713421,0.8283694083694083,0.124675031565312,0.6922777831554413,0.004433636028320877,0.7316633340575873,0.07521149458516656
68,mmc7__CNNLSTM_padded_mean.pth,0.6669786835811906,0.04549018332446539,0.7094083034314664,0.11776579219472115,0.9654878048780487,0.029147617075872,0.6815602421760559,0.0014649477076673608,0.8843398088935158,0.03312379706335012
69,allergy_PCA_LSTM__None.pth,0.41525292610203096,0.13870433836810453,0.3503861199652275,0.19835472504986437,0.8317784992784993,0.12039222988739677,0.6924556136131287,0.004450802889372321,0.7331734020177756,0.08224260128138204
70,transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.4195411757771221,0.1560033110878764,0.35127248895622254,0.20142321940875624,0.7794372294372296,0.12828549837582082,0.5543741345405578,0.023623725859242863,0.7120741749220073,0.099280984737388
71,self_distil_____allergy_None__CNNLSTM_padded_mice.pth,0.3942678843672781,0.16056162688213094,0.3241724409061871,0.16594513413958245,0.8364249639249639,0.13278066548411022,3.970036506652832,0.024026937982937556,0.6881065633193477,0.10744301870878012
72,g_df_conpool__mmc7_None__CNNLSTM__None.pth,0.5510113918909445,0.032462647220475795,0.428502081226447,0.029293188318654143,0.9653048780487804,0.012254277258342532,0.7033403396606446,0.0014619549780647409,0.7913243047293277,0.04020314630494225
73,mmc7_PCA_CNNLSTM__mice.pth,0.7973180993462834,0.05360419226962954,0.8046846471382075,0.06710480512634238,0.9085365853658536,0.04134038418621543,0.7390810132026673,0.0054352585935674574,0.9368902299598453,0.027955180334090928
74,_df___mmc7_None_PCA_CNNLSTM__None.pth,0.5878020879468636,0.048417301621550474,0.5064268877256448,0.06630800280389677,0.9555487804878048,0.02118487852053448,0.7390059053897857,0.005395844352790034,0.8240278851873886,0.035528610903958965
75,mmc7_transfer_mmc7_phylum__CNNLSTM_padded_mice.pth,0.7491277295290228,0.09129628936582075,0.7280189318421693,0.13287444022451556,0.9727439024390243,0.007586747972271462,0.7000847399234772,0.0025211161995466005,0.9274055621653778,0.04504043525650843
76,__conpool__mmc7_None_PCA_CNNLSTM__None.pth,0.7383222711204889,0.05916836687904297,0.7169612860367577,0.06955143078337182,0.9578658536585365,0.01954731975736337,0.6776416540145874,0.0013869052471041931,0.9217657737209993,0.03395757846841065
77,____allergy_None_PCA_CNNLSTM_padded_GAIN.pth,0.41280446086480566,0.14641532180934344,0.3412289181406828,0.15777510899137573,0.802135642135642,0.12190393945265651,0.6801003396511078,0.005614286015060492,0.7112941213722864,0.0823855877743973
78,digiulio_None_PCA_CNNLSTM_padded_None.pth,0.85,0.12247448713915891,0.85,0.12247448713915891,0.85,0.12247448713915891,0.6862765431404114,0.002416619446139306,,
79,__conpool__allergy_None__CNNLSTM_padded_mean.pth,0.38359245318014934,0.12588350314990115,0.3006012769480262,0.1303095799391526,0.8381709956709956,0.11915795801625137,0.6824870467185974,0.004845984098486544,0.697500301063548,0.09381492567785926
80,mmc7_transfer_mmc7_phylum__LSTM_padded_None.pth,0.8249605565052536,0.049340388432585,0.8947988752691083,0.11056952393539961,0.9604268292682926,0.01624161798189574,0.6942526221275329,0.0018412017742211939,0.9707777643515765,0.01942483649221527
81,transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.41073585046627403,0.15406030480796917,0.33215936766852094,0.1522776192651413,0.7965800865800866,0.1190563869262366,0.6147035002708435,0.008708382582110652,0.704182042943496,0.08139473217188607
82,mmc7_transfer_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.7419903460148757,0.10874330471518948,0.6963216158064881,0.1702758420934185,0.9628658536585366,0.016686496729728592,0.6994582772254944,0.002411642305892097,0.9306462206276025,0.04720544594870095
83,_df___allergy_None_PCA_CNNLSTM__None.pth,0.39237664419157275,0.14688718505641313,0.3308958238650709,0.15110868527864774,0.7513419913419913,0.12492143667813377,0.6805414438247681,0.00543648533528135,0.6928553161132102,0.08556482337655637
84,_df_conpool_transfer_mmc7_to_allergy_mmc7_phylum__LSTM_padded_mean.pth,0.3900054386153165,0.14777824963729122,0.3346372459240106,0.14639409710905743,0.8346356421356422,0.11822860785469906,0.7004958629608155,0.0036439759451500128,0.6796877847993282,0.09375662205573107
85,mmc7_PCA_CNNLSTM__GAIN.pth,0.8068579441248562,0.06699601087765931,0.8008950276250333,0.07564348341563537,0.938170731707317,0.03728617403997042,0.739154601097107,0.005434295809638933,0.948261265615705,0.03540900245671458
86,____allergy_None_PCA_CNNLSTM_padded_mice.pth,0.4046484109398028,0.15231659584906115,0.3066240995984829,0.1439933865902937,0.7921356421356422,0.13342894474884298,0.6801658987998962,0.005619771441044428,0.7049955333860798,0.08931635232270857
87,__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.4195411757771221,0.1560033110878764,0.35127248895622254,0.20142321940875624,0.7794372294372296,0.12828549837582082,0.5543741345405578,0.023623725859242863,0.7120741749220073,0.099280984737388
88,allergy_order__CNNLSTM__mice.pth,0.407320598661855,0.13057076391783412,0.2897995509392568,0.10810529933899142,0.8292784992784993,0.12383227169705113,0.6916828453540802,0.0043792920887804326,0.7421658176394725,0.0705645361319489
89,mmc7_transfer_mmc7_phylum__LSTM__None.pth,0.8249605565052536,0.049340388432585,0.8947988752691083,0.11056952393539961,0.9604268292682926,0.01624161798189574,0.6942526221275329,0.0018412017742211939,0.9707777643515765,0.01942483649221527
90,allergy_order__CNNLSTM_padded_mean.pth,0.4025601704595664,0.13466291717977466,0.2910471234132225,0.11634028825160565,0.8292784992784993,0.12383227169705113,0.6916828453540802,0.0043792920887804326,0.7312632083669797,0.0836244923487495
91,digiulio_None_PCA_LSTM_padded_mice.pth,0.8,0.18708286933869706,0.8,0.18708286933869706,0.8,0.18708286933869706,0.7347276031970977,0.014010328437904254,,
92,allergy__CNNLSTM__None.pth,0.4289212016054121,0.1268315982245317,0.5245598845598847,0.26615413349351746,0.8342027417027417,0.12401712855870445,0.6796241223812103,0.007326431681869643,0.7507632743136996,0.08213521623345144
93,___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.4195411757771221,0.1560033110878764,0.35127248895622254,0.20142321940875624,0.7794372294372296,0.12828549837582082,0.5543741345405578,0.023623725859242863,0.7120741749220073,0.099280984737388
94,__conpool__mmc7_None_PCA_CNNLSTM_padded_None.pth,0.7383222711204889,0.05916836687904297,0.7169612860367577,0.06955143078337182,0.9578658536585365,0.01954731975736337,0.6776416540145874,0.0013869052471041931,0.9217657737209993,0.03395757846841065
95,g_df___allergy_None_PCA_CNNLSTM_padded_None.pth,0.3762503970030716,0.14600620502569273,0.28544159871937574,0.1277836672499876,0.7257864357864359,0.1280764835555274,0.6805414438247681,0.00543648533528135,0.6688778002204471,0.08201958476210842
96,mmc7_PCA_LSTM__None.pth,0.5703941342370493,0.05049739208948934,0.5611782773869677,0.06467770924039659,0.8833536585365852,0.06841455262809806,0.6785395920276642,0.0022659335848347977,0.7869384790799128,0.05252489262326075
97,g__conpool__allergy_None_PCA_LSTM_padded_None.pth,0.38065960394438086,0.14177476692446064,0.2811900715563506,0.12408913597144748,0.6911832611832612,0.14994787839451276,0.6894785046577454,0.0017159877411676739,0.674002239374062,0.07328440314572623
98,_df___allergy_None_PCA_CNNLSTM_padded_None.pth,0.39237664419157275,0.14688718505641313,0.3308958238650709,0.15110868527864774,0.7513419913419913,0.12492143667813377,0.6805414438247681,0.00543648533528135,0.6928553161132102,0.08556482337655637
99,mmc7__LSTM__None.pth,0.5699364394993516,0.047120981981826605,0.5250254564487197,0.08325608028513021,0.9059146341463415,0.026498866328887365,0.7101329565048218,0.006245521342301977,0.7785913146936349,0.04640199040333342
100,g__conpool__mmc7_None_PCA_LSTM__None.pth,0.5135214705879547,0.07291119712416218,0.5534429619112118,0.08001561283555746,0.5472560975609757,0.13371556387573436,0.6917466819286346,0.002328284223450557,0.6572464492861392,0.06774931331032918
